DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,Magnitude,Magnitude Scale,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2008-0385-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Bogra, Sirajganj districts (Rajshahi province)",Monsoonal rains,,No,No,No,59250.0,Km2,"Teesta, Brahmaputra, Dharta",2008,8.0,30.0,2008,9.0,8.0,12.0,,600000.0,15638.0,615638.0,,,70.6600890345053,"[{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""}]",2009-01-08,2023-09-25
2008-0568-BGD,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:FL-2008-000136,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong city (Chittagong district, Chittagong province)",Hevay tropical rains,,No,No,No,,,,2008,8.0,16.0,2008,8.0,16.0,13.0,50.0,,,50.0,,,70.6600890345053,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""}]",2008-12-16,2025-03-18
2008-0644-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000037,,BGD,Bangladesh,Southern Asia,Asia,"Jamalpur, Mymensingh, Netrakona, Sherpur districts (Dhaka province), Bogra district (Rajshahi province), Gaibandha, Kurigram districts (Rangpur province), Sunamganj, Sylhet provinces (Sylhet province)",,,No,No,No,100.0,Kph,,2008,3.0,22.0,2008,3.0,22.0,12.0,200.0,,,200.0,,,70.6600890345053,"[{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5787,""adm2_name"":""Mymensingh""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5823,""adm2_name"":""Sunamganj""},{""adm2_code"":5824,""adm2_name"":""Sylhet""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""}]",2009-03-18,2025-03-05
2008-0648-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Cyclone ""Reshmi""",BGD,Bangladesh,Southern Asia,Asia,"Barisal, Patuakhali districts (Barisal province)",,Flood,No,No,No,80.0,Kph,,2008,10.0,27.0,2008,10.0,27.0,15.0,200.0,,,200.0,,,70.6600890345053,"[{""adm2_code"":5762,""adm2_name"":""Barisal""},{""adm2_code"":5765,""adm2_name"":""Patuakhali""}]",2009-03-18,2023-09-25
2009-0157-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Cyclone ""Bijli""",BGD,Bangladesh,Southern Asia,Asia,"Banshkhali, Anowara, Sitakunda, Mirsaharai, Sandwip, Patiya, Boalkhali, Satkania, Chandanaish, City Corportaion of Chittagong (CCC) areas (Chittagong district, Chittagong province), Sadar, Ramu, Chakaria, Pekua, Maheshkhali, Kutubdia areas (Cox's Bazar district, Chittagong province), Hatiya area (Noakhali district, Chittagong province), Charfashion area (Bhola district, Barisal province), Pirganj area (Thakurgao district, Rangpur province)",,,No,No,No,100.0,Kph,,2009,4.0,19.0,2009,4.0,20.0,7.0,84.0,19125.0,,19209.0,,,70.4088617569341,"[{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5776,""adm2_name"":""Noakhali""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2010-03-05,2023-09-25
2009-0204-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2009-000105,"Cyclone ""Aila""",BGD,Bangladesh,Southern Asia,Asia,"Khulna, Satkhira, Jessore, Bagerhat districts (Khulna province), Patuakhali, Bhola, Barisal, Barguna, Pirojpur, Jhalokati districts (Barisal province), Lakshmipur, Chittagong, Noakhali, Cox's Bazar, Feni, Chandpur districts (Chittagong province)",,Broken Dam/Burst bank|Tsunami/Tidal wave,Yes,No,No,90.0,Kph,,2009,5.0,25.0,2009,5.0,26.0,190.0,7103.0,3928238.0,,3935341.0,270000.0,383474.0,70.4088617569341,"[{""adm2_code"":5761,""adm2_name"":""Barguna""},{""adm2_code"":5762,""adm2_name"":""Barisal""},{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5764,""adm2_name"":""Jhalokati""},{""adm2_code"":5765,""adm2_name"":""Patuakhali""},{""adm2_code"":5766,""adm2_name"":""Pirojpur""},{""adm2_code"":5769,""adm2_name"":""Chandpur""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5773,""adm2_name"":""Feni""},{""adm2_code"":5775,""adm2_name"":""Lakshmipur""},{""adm2_code"":5776,""adm2_name"":""Noakhali""},{""adm2_code"":5795,""adm2_name"":""Bagerhat""},{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5804,""adm2_name"":""Satkhira""}]",2010-02-05,2023-09-25
2009-0294-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000123,,BGD,Bangladesh,Southern Asia,Asia,Habiganj district (Sylhet province),Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,49030.0,Km2,"Surma, Khusiara rivers",2009,7.0,3.0,2009,7.0,6.0,6.0,,500000.0,,500000.0,,,70.4088617569341,"[{""adm2_code"":5821,""adm2_name"":""Habiganj""}]",2009-08-12,2023-09-25
2009-0304-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Comilla, Chittagong districts (Chittagong province), Dhaka, Rajshahi, Barisal, Khulna, Sylhet provinces",Heavy rain,,No,No,No,,Km2,,2009,7.0,29.0,2009,7.0,29.0,10.0,,,,,,,70.4088617569341,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm1_code"":577,""adm1_name"":""Dhaka""},{""adm1_code"":578,""adm1_name"":""Khulna""},{""adm1_code"":580,""adm1_name"":""Sylhet""},{""adm1_code"":61362,""adm1_name"":""Rajshahi""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5771,""adm2_name"":""Comilla""}]",2009-08-12,2023-09-25
2009-0595-BGD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2010-000013,,BGD,Bangladesh,Southern Asia,Asia,"Rajbari, Manikganj, Tangail, Sherpur districts (Dhaka province), Damurhuda, Sadar, Jiban Naga (Chuadanga district, Khulna province), Jessore, Bagerhat, Khulna, Meherpur, Satkhira districts (Khulna province), Sadar, Sripur (Magura district, Khulna province), Naogaon, Pabna, Bogra, Sirajganj districts (Rajshahi province), Biral, Fulbari (Dinajpur district, Rangpur province), Fulchari, Sundarganj, Saghata, Gabindaganj, Sadullapu (Gaibandha district, Rangpur province), Tentulia, Debiganj, Atwari (Panchagarh district, Rangpur province), Baliadangi, Haripur, Ranisenkail (Thakurgaon district, Rangpur province), Dimla, Jaldhaka (Nilphamari district, Rangpur province), Hatibandha, Patgram, Aditmari (Lalmonirhat district, Rangpur province), Roumari, Chilmari, Ulipur (Kurigram district, Rangpur province), Gangachara, Pirganj (Rangpur district, Rangpur province)",,,No,No,No,-6.0,°C,,2009,12.0,15.0,2010,1.0,31.0,135.0,,50000.0,,50000.0,,,70.4088617569341,"[{""adm2_code"":5785,""adm2_name"":""Manikganj""},{""adm2_code"":5791,""adm2_name"":""Rajbari""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5794,""adm2_name"":""Tangail""},{""adm2_code"":5795,""adm2_name"":""Bagerhat""},{""adm2_code"":5796,""adm2_name"":""Chuadanga""},{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5801,""adm2_name"":""Magura""},{""adm2_code"":5802,""adm2_name"":""Meherpur""},{""adm2_code"":5804,""adm2_name"":""Satkhira""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5816,""adm2_name"":""Panchagarh""},{""adm2_code"":5818,""adm2_name"":""Rangpur""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2010-07-13,2023-09-25
2009-9323-BGD,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BGD,Bangladesh,Southern Asia,Asia,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",,,No,No,No,,Km2,,2009,7.0,,2009,8.0,,,,,,,,,70.4088617569341,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm1_code"":576,""adm1_name"":""Chittagong""},{""adm1_code"":577,""adm1_name"":""Dhaka""},{""adm1_code"":578,""adm1_name"":""Khulna""},{""adm1_code"":580,""adm1_name"":""Sylhet""},{""adm1_code"":61362,""adm1_name"":""Rajshahi""},{""adm1_code"":61363,""adm1_name"":""Rangpur""}]",2009-12-08,2023-09-25
2010-0171-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:ST-2010-000074,,BGD,Bangladesh,Southern Asia,Asia,"Rangpur, Dinajpur, Nilphamari, Lalmonirhat, Kurigram, Gaibandha districts (Rangpur province), Sirajganj, Bogra districts (Rajshahi province)",,,No,No,No,120.0,Kph,,2010,4.0,13.0,2010,4.0,14.0,8.0,200.0,246910.0,,247110.0,,,71.5635955751889,"[{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5818,""adm2_name"":""Rangpur""}]",2010-08-13,2023-09-25
2010-0205-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,Lalmonirhat district (Rangpur province),,,No,No,No,,Kph,,2010,4.0,17.0,2010,4.0,17.0,3.0,,10000.0,,10000.0,,,71.5635955751889,"[{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""}]",2010-05-27,2023-09-25
2010-0231-BGD,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:FL-2010-001140,,BGD,Bangladesh,Southern Asia,Asia,"Cox's Bazar, Bandarban districts (Chittagong province)",Heavy rain,,No,No,No,,,,2010,6.0,14.0,2010,6.0,15.0,66.0,100.0,55130.0,,55230.0,,,71.5635955751889,"[{""adm2_code"":5767,""adm2_name"":""Bandarban""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""}]",2011-01-10,2023-09-25
2010-0269-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Netrakona district (Dhaka province), Kurigram, Gaibandha, Lalmonirhat districts (Rangpur province), Sylhet province",,,No,No,No,,Km2,Kushiyara river,2010,6.0,24.0,2010,6.0,24.0,,,75000.0,,75000.0,,,71.5635955751889,"[{""adm1_code"":580,""adm1_name"":""Sylhet""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""}]",2010-07-12,2023-09-25
2010-0676-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong, Cox's Bazar, Feni, Lakshmipur, Noakhali districts (Chittagong province), Bagerhat, Khulna, Satkhira districts (Khulna province), Barisal province",Heavy rains and storms,,No,No,No,29265.0,Km2,,2010,10.0,1.0,2010,10.0,12.0,15.0,,500000.0,,500000.0,,,71.5635955751889,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5773,""adm2_name"":""Feni""},{""adm2_code"":5775,""adm2_name"":""Lakshmipur""},{""adm2_code"":5776,""adm2_name"":""Noakhali""},{""adm2_code"":5795,""adm2_name"":""Bagerhat""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5804,""adm2_name"":""Satkhira""}]",2011-01-10,2023-09-25
2010-0686-BGD,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,BGD,Bangladesh,Southern Asia,Asia,Mymensingh district (Dhaka province),,Hail,No,No,No,,Kph,,2010,5.0,1.0,2010,5.0,2.0,15.0,50.0,,,50.0,,,71.5635955751889,"[{""adm2_code"":5787,""adm2_name"":""Mymensingh""}]",2011-03-17,2023-09-25
2011-0018-BGD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2018-000003,,BGD,Bangladesh,Southern Asia,Asia,"Barguna district (Barisal province), Nazirpur upazila (Pirojpur district, Barisal province), Gaibandha, Kurigram, Thakurgaon, Dinajpur districts (Rangpur province), Gabura city (Rangpur district, Rangpur province), Domar upazila (Nilphamari district, Rangpur province), Tetulia upazila (Panchagarh district, Rangpur province), Dakope upazila (Khulna district, Khulna province), Kushtia, Chuadanga districts (Khulna province), Kalaroa upazila (Satkhira district, Khulna province), Tarail upazila (Kishoreganj district, Dhaka province), Manikganj, Sherpur districts (Dhaka province), Sirajganj, Rajshahi districts (Rajshahi province), Ishwardi city (Pabna district, Rajshahi province)",,,No,No,No,4.5,°C,,2011,1.0,7.0,2011,2.0,20.0,50.0,,100000.0,,100000.0,,,73.822750859736,"[{""adm2_code"":5761,""adm2_name"":""Barguna""},{""adm2_code"":5766,""adm2_name"":""Pirojpur""},{""adm2_code"":5783,""adm2_name"":""Kishoreganj""},{""adm2_code"":5785,""adm2_name"":""Manikganj""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5796,""adm2_name"":""Chuadanga""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5800,""adm2_name"":""Kushtia""},{""adm2_code"":5804,""adm2_name"":""Satkhira""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5816,""adm2_name"":""Panchagarh""},{""adm2_code"":5818,""adm2_name"":""Rangpur""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2012-04-05,2025-03-05
2011-0262-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2011-000093,,BGD,Bangladesh,Southern Asia,Asia,"Cox's Bazar, Chittagong, Bandarban districts (Chittagong province), Satkhira, Jessore, Narail, Bagerhat, Chuadanga, Kushtia districts (Khulna province), Bogra, Sirajganj, Pabna, Naogaon districts (Rajshahi province), Lalmonirhat, Thakurgaon, Kurigram, Gaibandha districts (Rangpur province), Sherpur, Netrakona, Rajbari, Manikganj districts (Dhaka province)",Continuous torrential rain combined with monsoonal depression,,No,No,No,19191.0,Km2,,2011,7.0,21.0,2011,7.0,29.0,10.0,,1570559.0,,1570559.0,,,73.822750859736,"[{""adm2_code"":5767,""adm2_name"":""Bandarban""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5785,""adm2_name"":""Manikganj""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5791,""adm2_name"":""Rajbari""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5795,""adm2_name"":""Bagerhat""},{""adm2_code"":5796,""adm2_name"":""Chuadanga""},{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5800,""adm2_name"":""Kushtia""},{""adm2_code"":5803,""adm2_name"":""Narail""},{""adm2_code"":5804,""adm2_name"":""Satkhira""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2011-11-07,2023-09-25
2011-0525-BGD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,BGD,Bangladesh,Southern Asia,Asia,"Barisal, Chittagong, Khulna, Rangpur provinces",,,No,No,No,9.0,°C,,2011,12.0,13.0,2011,12.0,18.0,12.0,,2000.0,,2000.0,,,73.822750859736,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm1_code"":576,""adm1_name"":""Chittagong""},{""adm1_code"":578,""adm1_name"":""Khulna""},{""adm1_code"":61363,""adm1_name"":""Rangpur""}]",2011-12-20,2023-09-25
2011-0586-BGD,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong city (Chittagong district, Chittagong province)",,,No,No,No,,,,2011,7.0,4.0,2011,7.0,4.0,17.0,,,,,,,73.822750859736,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""}]",2012-01-04,2023-09-25
2011-0591-BGD,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,BGD,Bangladesh,Southern Asia,Asia,"Sherpur, Jamalpur, Netrakona, Mymensingh districts (Dhaka province), Rangpur, Thakurgaon, Gaibandha districts (Rangpur province), Pabna district (Rajshahi province)",,Hail,No,No,No,,Kph,,2011,4.0,4.0,2011,4.0,4.0,13.0,121.0,,,121.0,,,73.822750859736,"[{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5787,""adm2_name"":""Mymensingh""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5818,""adm2_name"":""Rangpur""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2012-01-04,2023-09-25
2012-0082-BGD,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,BGD,Bangladesh,Southern Asia,Asia,"Panchagarh, Rangpur, Nilphamari districts (Rangpur province), Noakhali, Comilla districts (Chittagong province), Narsingdi, Jamalpur, Faridpur, Shariatpur districts (Dhaka province), Jessore, Satkhira, Khulna, Chuadanga districts (Khulna province), Rajshahi district (Rajshahi province), Sylhet district (Sylhet province), Bhola district (Barisal province)",,Hail,No,No,No,56.0,Kph,,2012,4.0,6.0,2012,4.0,6.0,25.0,121.0,,55000.0,55121.0,,,75.3503857046957,"[{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5771,""adm2_name"":""Comilla""},{""adm2_code"":5776,""adm2_name"":""Noakhali""},{""adm2_code"":5779,""adm2_name"":""Faridpur""},{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5789,""adm2_name"":""Narsingdi""},{""adm2_code"":5792,""adm2_name"":""Shariatpur""},{""adm2_code"":5796,""adm2_name"":""Chuadanga""},{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5804,""adm2_name"":""Satkhira""},{""adm2_code"":5824,""adm2_name"":""Sylhet""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5816,""adm2_name"":""Panchagarh""},{""adm2_code"":5818,""adm2_name"":""Rangpur""}]",2012-04-10,2023-09-25
2012-0175-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2012-000106,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong, Bandarban, Cox's Bazar districts (Chittagong province), Sylhet district (Sylhet province)",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,9560.0,Km2,,2012,6.0,24.0,2012,7.0,2.0,139.0,,5148475.0,,5148475.0,,,75.3503857046957,"[{""adm2_code"":5767,""adm2_name"":""Bandarban""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5824,""adm2_name"":""Sylhet""}]",2014-01-14,2023-09-25
2012-0382-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Barisal, Bhola, Patuakhali districts (Barisal province), Dhaka, Faridpur, Jamalpur, Madaripur, Manikganj, Rajbari, Shariatpur, Tangail districts (Dhaka province), Bogra, Pabna, Sirajganj districts (Rajshahi province), Gaibandha, Kurigram districts (Rangpur province)",,,No,No,No,,Km2,,2012,9.0,21.0,2012,9.0,28.0,,,250000.0,,250000.0,,,75.3503857046957,"[{""adm2_code"":5762,""adm2_name"":""Barisal""},{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5765,""adm2_name"":""Patuakhali""},{""adm2_code"":5778,""adm2_name"":""Dhaka""},{""adm2_code"":5779,""adm2_name"":""Faridpur""},{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5784,""adm2_name"":""Madaripur""},{""adm2_code"":5785,""adm2_name"":""Manikganj""},{""adm2_code"":5791,""adm2_name"":""Rajbari""},{""adm2_code"":5792,""adm2_name"":""Shariatpur""},{""adm2_code"":5794,""adm2_name"":""Tangail""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""}]",2013-02-06,2023-09-25
2012-0385-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),GLIDE:ST-2012-000176,,BGD,Bangladesh,Southern Asia,Asia,"Hatiya, Companiganj, Subarnarchar areas (Noakhali district, Chittagong province), Monpura, Charfasson areas (Bhola district, Barisal province), Sandwip, Mirsharai areas (Chittagong district, Chittagong province)",,,No,No,No,,Kph,,2012,10.0,10.0,2012,10.0,10.0,108.0,183.0,129375.0,,129558.0,,,75.3503857046957,"[{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5776,""adm2_name"":""Noakhali""}]",2012-10-19,2023-09-25
2012-0509-BGD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2013-000001,,BGD,Bangladesh,Southern Asia,Asia,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari, Lalmonirhat, Rangpur, Kurigram, Gaibandha districts (Rangpur province), Bogra, Joypurhat, Naogaon, Nawabganj, Rajshahi, Natore, Sirajganj, Pabna districts (Rajshahi province), Mymensingh, Faridpur, Madaripur districts (Dhaka province), Maulvibazar district (Sylhet province), Kushtia, Jessore districts (Khuna province)",,,No,No,No,7.5,°C,,2012,12.0,,2013,2.0,,72.0,,75000.0,,75000.0,,,75.3503857046957,"[{""adm2_code"":5779,""adm2_name"":""Faridpur""},{""adm2_code"":5784,""adm2_name"":""Madaripur""},{""adm2_code"":5787,""adm2_name"":""Mymensingh""},{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5800,""adm2_name"":""Kushtia""},{""adm2_code"":5822,""adm2_name"":""Maulvibazar""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5808,""adm2_name"":""Joypurhat""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5812,""adm2_name"":""Natore""},{""adm2_code"":5813,""adm2_name"":""Nawabganj""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5816,""adm2_name"":""Panchagarh""},{""adm2_code"":5818,""adm2_name"":""Rangpur""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2013-04-15,2023-09-25
2013-0085-BGD,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,GLIDE:ST-2013-000032,,BGD,Bangladesh,Southern Asia,Asia,"Sadar, Akhaura, Bijoynagar areas (Brahamanbaria district, Chittagong province)",,,No,No,No,,Kph,,2013,3.0,22.0,2013,3.0,22.0,31.0,388.0,8155.0,,8543.0,20000.0,26159.0,76.454145985163,"[{""adm2_code"":5768,""adm2_name"":""Brahamanbaria""}]",2013-09-23,2023-09-25
2013-0090-BGD,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,BGD,Bangladesh,Southern Asia,Asia,"Natore, Naogaon districts (Rajshahi province)",,,No,No,No,,Kph,,2013,3.0,29.0,2013,3.0,30.0,2.0,,25020.0,,25020.0,,,76.454145985163,"[{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5812,""adm2_name"":""Natore""}]",2013-04-08,2023-09-25
2013-0138-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:ST-2013-000060,Tropical cyclone Mahasen,BGD,Bangladesh,Southern Asia,Asia,"Patuakhali, Bhola, Barguna districts (Barisal province)",,,No,No,No,,Kph,,2013,5.0,16.0,2013,5.0,16.0,17.0,65.0,1498579.0,,1498644.0,,,76.454145985163,"[{""adm2_code"":5761,""adm2_name"":""Barguna""},{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5765,""adm2_name"":""Patuakhali""}]",2014-01-15,2023-09-25
